iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
190,54730,0.16312,0.22000000000000003,-0.37465,0.05,68.17,245.9
191,54967,0.1371,,-0.246315,0.05,313.56,246.7
192,55469,0.3741,,0.216234,0.05,312.2,248.3
193,56257,0.49479,,0.286893,0.05,317.35,250.8
194,56855,0.25714,,-0.053108,0.05,301.2,252.8
195,56910,0.0137,,0.097384,0.05,243.91,253.0
196,57066,0.04,,0.053333,0.05,305.07,253.5
197,57117,0.07692,,0.197237,0.05,242.92,253.7
198,57207,0.1875,,0.04384,0.05,257.39,254.1
199,57645,0.15847,,-0.473801,0.05,314.28,255.5
200,57821,0.04348,0.225,-0.446444,0.05,45.77,259.3
201,58293,0.2439,,-0.304063,0.05,310.13,260.9
202,58740,0.42105,,-0.184588,0.05,319.84,262.3
203,58888,0.39024,,0.020038,0.05,291.65,262.8
204,59104,0.03209,,-0.349647,0.05,314.8,263.5
205,59220,0.12903,,-0.229198,0.05,274.11,263.9
206,59524,0.27368,,-0.067815,0.05,295.45,264.9
207,59966,0.29861,,-0.004624,0.05,294.1,266.4
208,60122,0.0566,,0.070288,0.05,283.44,267.0
209,60601,0.51282,,0.822888,0.05,314.37,268.5
210,60632,0.0,0.19999999999999998,0.178949,0.05,9.77,271.7
211,60812,0.07071,,0.14247,0.05,298.36,272.3
212,60964,0.40426,,0.963777,0.05,283.81,272.8
213,61070,0.48148,,1.305461,0.05,272.58,273.2
214,61445,0.30328,,0.207326,0.05,306.57,274.4
215,61731,0.21101,,0.159531,0.05,298.7,275.4
216,62193,0.17742,,-0.134683,0.05,301.35,276.9
217,62200,0.0,,0.01196,0.05,245.02,277.0
218,62384,0.02604,,-0.322182,0.05,307.45,277.6
219,62606,0.54717,,0.602149,0.05,313.93,278.3
220,62959,0.14286,0.2725,-0.491323,0.05,74.19,283.0
221,63117,0.31481,,-0.218899,0.05,291.4,283.6
222,63354,0.375,,0.005662,0.05,293.94,284.4
223,63430,0.09211,,-0.359999,0.05,268.31,284.7
224,63804,0.36538,,-0.054057,0.05,295.7,286.0
225,63896,0.625,,1.195466,0.05,258.81,286.3
226,64132,0.09444,,-0.179734,0.05,311.81,287.1
227,64577,0.10303,,-0.367169,0.05,294.24,288.6
228,64732,0.40476,,0.335372,0.05,279.36,289.1
229,64906,0.01136,,-0.065534,0.05,292.36,289.7
230,65374,0.36364,0.4225,0.3447,0.05,84.01,295.3
231,65578,0.09659,,0.233293,0.05,321.01,296.0
232,65823,0.1875,,-0.001249,0.05,298.75,296.8
233,66267,0.24841,,0.09502,0.05,296.29,298.3
234,66789,0.35088,,0.354973,0.05,315.72,299.9
235,67116,0.26804,,-0.037286,0.05,296.79,301.0
236,67332,0.09483,,-0.412073,0.05,292.12,301.8
237,67549,0.16484,,-0.033786,0.05,305.22,302.5
238,67703,0.1028,,0.084668,0.05,291.62,303.0
239,68082,0.23333,,0.036161,0.05,306.54,304.3
240,68378,0.47222,0.32999999999999996,0.822247,0.05,63.83,308.9
241,68494,0.28205,,-0.028232,0.05,265.34,309.3
242,68913,0.18023,,-0.19848,0.05,293.35,310.8
243,69043,0.05814,,-0.138921,0.05,278.54,311.3
244,69592,0.27,,0.124078,0.05,312.81,313.0
245,69951,0.1375,,0.072648,0.05,312.01,314.2
246,70425,0.33333,,0.424324,0.05,314.89,315.7
247,70497,0.15385,,-0.300604,0.05,246.6,316.0
248,70712,0.20833,,-0.13083,0.05,296.57,316.7
249,70822,0.22222,0.29000000000000004,0.187994,0.05,28.1,320.6
