iter,steps,eta_train,eta_val,loss,epsilon,sps,elapsed_s
150,50219,0.08824,0.24000000000000005,0.014871,0.05,43.32,218.4
151,50481,0.43182,,0.255615,0.05,346.22,219.2
152,50907,0.23846,,0.028624,0.05,324.63,220.5
153,51500,0.22876,,0.008544,0.05,335.2,222.2
154,51736,0.19048,,0.009033,0.05,308.45,223.0
155,52128,0.168,,0.018934,0.05,324.75,224.2
156,52427,0.0289,,0.068186,0.05,318.06,225.2
157,52502,0.0,,0.067177,0.05,295.78,225.4
158,53043,0.28758,,0.004679,0.05,319.01,227.1
159,53265,0.01136,,0.056205,0.05,345.17,227.8
160,53622,0.15278,0.2975,0.025669,0.05,67.08,233.1
161,53821,0.00515,,0.017498,0.05,316.71,233.7
162,53840,0.0,,0.027038,0.05,263.2,233.8
163,54229,0.19774,,0.022304,0.05,317.01,235.0
164,54660,0.30252,,0.069286,0.05,318.59,236.4
165,54946,0.25974,,0.04363,0.05,319.58,237.3
166,55010,0.02041,,0.025491,0.05,278.13,237.5
167,55200,0.44444,,0.223046,0.05,322.55,238.1
168,55339,0.11475,,0.014133,0.05,300.09,238.6
169,55885,0.34228,,0.041255,0.05,322.92,240.3
170,56146,0.05405,0.36499999999999994,0.016557,0.05,53.79,245.1
171,56559,0.12883,,0.024244,0.05,322.39,246.4
172,56937,0.18519,,0.004377,0.05,312.92,247.6
173,57414,0.16867,,0.007209,0.05,321.58,249.1
174,57846,0.33333,,0.017598,0.05,325.49,250.4
175,58227,0.28571,,0.005534,0.05,305.22,251.7
176,58503,0.34615,,0.054567,0.05,316.88,252.6
177,58649,0.00943,,0.020182,0.05,302.36,253.0
178,59154,0.54082,,0.147445,0.05,354.32,254.5
179,59194,0.0,,0.01895,0.05,269.26,254.6
180,59874,0.255,0.26749999999999996,0.006213,0.05,95.78,261.7
181,59971,0.0,,0.033378,0.05,278.05,262.1
182,60166,0.11111,,0.027718,0.05,298.75,262.7
183,60636,0.14375,,0.007323,0.05,317.79,264.2
184,61039,0.19328,,0.005163,0.05,326.43,265.5
185,61180,0.0,,0.033968,0.05,340.31,265.9
186,61497,0.05556,,0.008906,0.05,343.57,266.8
187,61657,0.11429,,0.00725,0.05,332.1,267.3
188,62531,0.35542,,0.080911,0.05,350.98,269.8
189,63164,0.32386,,0.112461,0.05,330.75,271.7
190,63584,0.08,0.27249999999999996,0.038282,0.05,64.06,278.3
191,64053,0.0442,,0.031861,0.05,339.53,279.6
192,64531,0.13158,,0.014469,0.05,363.07,281.0
193,65208,0.22674,,0.023627,0.05,337.12,283.0
194,65656,0.05143,,0.01429,0.05,358.67,284.2
195,66348,0.17791,,0.019306,0.05,345.62,286.2
196,66936,0.09714,,0.029774,0.05,344.14,287.9
197,67028,0.0,,0.062386,0.05,293.82,288.3
198,67105,0.04167,,0.111337,0.05,269.65,288.5
199,67897,0.34416,,0.016116,0.05,360.97,290.7
200,67986,0.04167,0.26749999999999996,0.053724,0.05,16.66,296.1
201,68425,0.26119,,0.035202,0.05,320.26,297.5
202,68929,0.1129,,0.00779,0.05,352.36,298.9
203,69366,0.19355,,0.014751,0.05,336.03,300.2
204,69444,0.0641,,0.023507,0.05,277.73,300.5
205,69608,0.14545,,0.003622,0.05,312.47,301.0
206,69911,0.34247,,0.032923,0.05,335.96,301.9
207,70008,0.19048,,0.006352,0.05,298.48,302.2
208,70349,0.04545,,0.031253,0.05,329.49,303.3
209,70698,0.19192,,0.018901,0.05,339.62,304.3
210,70822,0.05682,0.28500000000000003,0.044725,0.05,25.44,309.2
211,70934,0.0,,0.019011,0.05,325.21,309.5
212,71225,0.0,,0.016395,0.05,358.62,310.3
213,71331,0.08824,,0.008961,0.05,306.81,310.7
214,71390,0.07273,,0.039979,0.05,282.29,310.9
215,71864,0.18447,,0.004388,0.05,328.17,312.4
216,72298,0.05521,,0.007725,0.05,369.88,313.5
217,72341,0.0,,0.062612,0.05,286.95,313.7
218,72675,0.01342,,0.015434,0.05,344.72,314.7
219,72956,0.01923,,0.028193,0.05,319.72,315.5
220,73055,0.0,0.13499999999999998,0.031559,0.05,22.38,320.0
221,73336,0.0,,0.011909,0.05,329.63,320.8
222,73876,0.0404,,0.009246,0.05,374.08,322.3
223,74229,0.15833,,0.01797,0.05,319.91,323.4
224,74750,0.07143,,0.003392,0.05,355.11,324.8
225,74817,0.0,,0.048309,0.05,270.65,325.1
226,75166,0.08257,,0.004509,0.05,336.36,326.1
227,75458,0.06299,,0.011174,0.05,324.11,327.0
228,76002,0.07853,,0.005884,0.05,369.94,328.5
229,76817,0.13816,,0.012247,0.05,371.8,330.7
230,77119,0.04286,0.0925,0.011149,0.05,63.5,335.5
231,78003,0.13609,,0.008004,0.05,365.32,337.9
232,78082,0.0,,0.038459,0.05,294.25,338.2
233,78211,0.0,,0.009781,0.05,322.09,338.6
234,78302,0.0,,0.007716,0.05,303.3,338.9
235,78382,0.0,,0.010086,0.05,289.16,339.1
236,78733,0.27419,,0.024272,0.05,343.14,340.2
237,78944,0.22222,,0.019185,0.05,329.49,340.8
238,79424,0.05376,,0.008136,0.05,332.58,342.3
239,80094,0.29231,,0.014391,0.05,344.36,344.2
240,80353,0.14667,0.24749999999999997,0.007644,0.05,53.63,349.0
241,80648,0.07609,,0.008511,0.05,312.08,350.0
242,80953,0.04255,,0.023556,0.05,319.33,350.9
243,81278,0.29703,,0.01221,0.05,311.46,352.0
244,81782,0.2517,,0.003439,0.05,310.61,353.6
245,82158,0.47619,,0.060106,0.05,301.08,354.9
246,82620,0.33566,,0.018215,0.05,299.04,356.4
247,82845,0.34921,,0.010023,0.05,310.89,357.1
248,83361,0.20942,,0.072318,0.05,313.41,358.8
249,83867,0.27097,0.275,0.024508,0.05,92.76,364.3
